CustomerID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Payment_Method,Internet_Service,Tech_Support,Online_Security,Number_of_Services,Customer_Service_Calls,Churn
CUST00287,64,21,99.22,2083.62,Two Year,Electronic Check,Fiber Optic,Yes,No,3,5,0
CUST00288,24,38,58.19,2211.22,One Year,Credit Card,DSL,Yes,Yes,5,1,0
CUST00289,55,53,49.43,2619.79,One Year,Credit Card,No,Yes,No,6,2,0
CUST00290,76,49,34.85,1707.65,Two Year,Mailed Check,Fiber Optic,No,No,6,2,1
CUST00291,19,6,37.01,222.06,Two Year,Mailed Check,DSL,No,Yes,2,2,0
CUST00292,47,24,81.39,1953.36,One Year,Credit Card,DSL,Yes,Yes,5,4,1
CUST00293,59,30,34.34,1030.20,Two Year,Mailed Check,Fiber Optic,Yes,Yes,1,2,0
CUST00294,77,29,44.79,1298.91,One Year,Mailed Check,DSL,No,Yes,2,6,1
CUST00295,52,55,62.76,3451.80,Month-to-Month,Mailed Check,DSL,Yes,Yes,3,1,1
CUST00296,33,62,80.92,5017.04,Month-to-Month,Electronic Check,No,No,Yes,5,6,1
CUST00297,20,18,58.39,1051.02,Month-to-Month,Electronic Check,DSL,Yes,No,3,2,1
CUST00298,42,35,26.94,942.90,Month-to-Month,Credit Card,No,Yes,No,4,4,1
CUST00299,25,43,81.62,3509.66,Two Year,Credit Card,Fiber Optic,No,No,2,7,1
CUST00300,24,29,52.41,1519.89,One Year,Bank Transfer,Fiber Optic,Yes,No,1,7,1
CUST00301,68,9,68.93,620.37,One Year,Bank Transfer,Fiber Optic,Yes,Yes,5,3,0
CUST00302,40,64,48.60,3110.40,One Year,Mailed Check,No,No,Yes,4,3,1
CUST00303,40,24,21.18,508.32,Two Year,Mailed Check,No,Yes,Yes,6,3,1
CUST00304,47,50,58.70,2935.00,Two Year,Credit Card,Fiber Optic,No,No,3,2,0
CUST00305,66,60,69.73,4183.80,Two Year,Bank Transfer,No,Yes,Yes,3,2,0
CUST00306,56,43,26.50,1139.50,Two Year,Electronic Check,No,No,No,1,1,0
CUST00307,51,3,95.98,287.94,Two Year,Bank Transfer,DSL,Yes,No,5,4,0
CUST00308,44,67,85.73,5743.91,Two Year,Mailed Check,No,Yes,No,5,7,0
CUST00309,31,69,22.70,1566.30,One Year,Electronic Check,DSL,No,No,6,6,1
CUST00310,47,66,75.11,4957.26,One Year,Bank Transfer,Fiber Optic,Yes,Yes,3,5,0
CUST00311,41,71,31.79,2257.09,One Year,Mailed Check,DSL,Yes,No,5,0,0
CUST00312,28,20,20.53,410.60,Two Year,Bank Transfer,DSL,Yes,Yes,6,4,0
CUST00313,38,45,32.76,1474.20,Two Year,Credit Card,Fiber Optic,Yes,Yes,5,7,0
CUST00314,22,14,65.45,916.30,Month-to-Month,Credit Card,DSL,No,Yes,6,0,0
CUST00315,38,32,61.83,1978.56,Two Year,Credit Card,DSL,No,Yes,4,3,0
CUST00316,26,64,67.35,4310.40,Two Year,Bank Transfer,No,Yes,Yes,4,6,1
CUST00317,23,25,86.36,2159.00,Two Year,Credit Card,Fiber Optic,Yes,Yes,5,4,0
CUST00318,40,21,23.00,483.00,Two Year,Mailed Check,Fiber Optic,No,Yes,6,2,0
CUST00319,41,48,70.54,3385.92,Month-to-Month,Mailed Check,DSL,No,Yes,4,0,0
CUST00320,71,49,30.74,1506.26,Two Year,Mailed Check,DSL,No,No,5,0,0
CUST00321,48,22,62.58,1376.76,One Year,Mailed Check,Fiber Optic,Yes,No,5,0,0
CUST00322,73,49,88.58,4340.42,Month-to-Month,Credit Card,Fiber Optic,Yes,No,1,5,1
CUST00323,73,58,29.90,1734.20,Two Year,Credit Card,DSL,Yes,Yes,6,6,0
CUST00324,61,39,90.23,3518.97,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Yes,3,3,1
CUST00325,62,70,95.85,6709.50,Two Year,Credit Card,Fiber Optic,Yes,No,2,4,1
CUST00326,32,54,60.52,3268.08,Two Year,Electronic Check,Fiber Optic,No,Yes,3,4,0
CUST00327,37,17,49.30,838.10,One Year,Bank Transfer,DSL,No,Yes,1,3,1
CUST00328,75,52,84.96,4417.92,One Year,Bank Transfer,DSL,No,No,5,7,0
CUST00329,24,7,72.79,509.53,One Year,Credit Card,Fiber Optic,No,No,6,3,0
CUST00330,60,25,43.12,1078.00,Month-to-Month,Credit Card,DSL,No,No,5,4,1
CUST00331,30,34,72.10,2451.40,Two Year,Mailed Check,No,Yes,No,2,6,0
CUST00332,45,62,67.22,4167.64,One Year,Electronic Check,No,Yes,Yes,3,5,0
CUST00333,40,57,97.09,5534.13,One Year,Credit Card,DSL,No,Yes,2,3,1
CUST00334,59,33,55.53,1832.49,Month-to-Month,Mailed Check,No,Yes,No,2,1,1
CUST00335,47,29,27.26,790.54,Month-to-Month,Bank Transfer,No,Yes,No,3,4,1
CUST00336,67,55,95.26,5239.30,One Year,Bank Transfer,DSL,No,Yes,1,6,1
CUST00337,32,56,90.79,5084.24,Month-to-Month,Mailed Check,DSL,No,Yes,5,1,0
CUST00338,33,34,40.49,1376.66,One Year,Credit Card,No,No,No,5,7,1
CUST00339,24,9,20.64,185.76,One Year,Mailed Check,Fiber Optic,No,No,3,1,1
CUST00340,23,20,60.70,1214.00,Month-to-Month,Electronic Check,DSL,No,Yes,4,2,0
CUST00341,74,25,21.13,528.25,One Year,Credit Card,Fiber Optic,Yes,Yes,1,3,0
CUST00342,45,38,92.79,3526.02,Month-to-Month,Bank Transfer,DSL,No,No,1,6,1
CUST00343,49,56,37.52,2101.12,Two Year,Electronic Check,No,No,Yes,5,4,0
CUST00344,26,40,69.63,2785.20,Month-to-Month,Credit Card,No,Yes,Yes,3,1,0
CUST00345,58,60,30.37,1822.20,Two Year,Bank Transfer,No,No,Yes,6,2,0
CUST00346,60,49,40.71,1994.79,One Year,Mailed Check,DSL,No,Yes,6,1,0
CUST00347,69,38,39.87,1515.06,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,5,0,0
CUST00348,38,58,39.94,2316.52,Two Year,Bank Transfer,Fiber Optic,Yes,No,4,5,1
CUST00349,56,64,81.82,5236.48,Two Year,Electronic Check,DSL,No,Yes,3,2,0
CUST00350,26,62,38.44,2383.28,Month-to-Month,Mailed Check,Fiber Optic,No,No,6,7,1
CUST00351,23,52,26.52,1379.04,One Year,Credit Card,DSL,No,No,6,4,0
CUST00352,74,16,44.14,706.24,Month-to-Month,Electronic Check,No,No,Yes,6,4,1
CUST00353,51,2,21.21,42.42,One Year,Electronic Check,Fiber Optic,Yes,No,2,3,0
CUST00354,73,52,86.03,4473.56,Month-to-Month,Bank Transfer,DSL,No,No,4,5,1
CUST00355,33,20,36.27,725.40,Month-to-Month,Electronic Check,DSL,Yes,Yes,6,0,1
CUST00356,28,52,23.96,1245.92,Two Year,Credit Card,Fiber Optic,Yes,Yes,5,4,0
CUST00357,40,10,94.93,949.30,Two Year,Bank Transfer,DSL,No,No,3,5,1
CUST00358,74,20,90.60,1812.00,Two Year,Bank Transfer,Fiber Optic,No,No,2,6,1
CUST00359,20,70,50.09,3506.30,One Year,Mailed Check,No,Yes,No,2,1,0
CUST00360,50,61,98.91,6033.51,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,1,2,1
CUST00361,65,26,25.65,666.90,Two Year,Credit Card,DSL,Yes,Yes,1,5,0
CUST00362,66,26,83.49,2170.74,Month-to-Month,Credit Card,No,Yes,No,1,3,1
CUST00363,41,33,40.00,1320.00,Month-to-Month,Bank Transfer,DSL,No,Yes,4,5,1
CUST00364,49,44,76.70,3374.80,Two Year,Bank Transfer,Fiber Optic,No,Yes,5,2,0
CUST00365,49,21,51.12,1073.52,Two Year,Bank Transfer,Fiber Optic,Yes,Yes,5,3,1
CUST00366,69,36,64.08,2306.88,Two Year,Electronic Check,Fiber Optic,Yes,Yes,1,3,1
CUST00367,23,20,20.31,406.20,One Year,Electronic Check,Fiber Optic,No,No,3,4,0
CUST00368,23,38,90.80,3450.40,Two Year,Bank Transfer,DSL,No,No,3,6,1
CUST00369,43,58,96.51,5597.58,One Year,Bank Transfer,No,No,Yes,6,3,1
CUST00370,53,45,66.22,2979.90,Two Year,Bank Transfer,Fiber Optic,No,No,2,3,0
CUST00371,39,50,89.90,4495.00,Month-to-Month,Electronic Check,Fiber Optic,No,No,6,5,1
CUST00372,61,21,53.37,1120.77,Two Year,Credit Card,Fiber Optic,Yes,Yes,4,5,1
CUST00373,39,57,33.45,1906.65,Two Year,Credit Card,No,No,Yes,5,5,0
CUST00374,33,3,39.70,119.10,Month-to-Month,Credit Card,No,Yes,Yes,3,4,0
CUST00375,25,58,30.95,1795.10,One Year,Credit Card,No,Yes,Yes,1,5,0
CUST00376,24,7,79.71,557.97,Two Year,Mailed Check,No,Yes,No,1,4,0
CUST00377,32,24,76.45,1834.80,Month-to-Month,Credit Card,No,No,No,2,7,1
CUST00378,50,54,32.33,1745.82,Month-to-Month,Credit Card,DSL,No,No,3,2,1
CUST00379,56,33,46.60,1537.80,Two Year,Mailed Check,Fiber Optic,Yes,Yes,6,3,0
CUST00380,73,21,35.38,742.98,Two Year,Credit Card,No,Yes,Yes,2,2,1
CUST00381,53,1,37.05,37.05,Month-to-Month,Credit Card,No,No,Yes,2,6,1
CUST00382,31,50,96.22,4811.00,Month-to-Month,Credit Card,Fiber Optic,No,Yes,1,6,1
CUST00383,48,2,78.34,156.68,Two Year,Bank Transfer,No,Yes,Yes,4,6,1
CUST00384,56,61,33.21,2025.81,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,4,7,1
CUST00385,40,72,45.40,3268.80,Month-to-Month,Mailed Check,No,Yes,No,1,6,0
CUST00386,60,22,75.25,1655.50,Month-to-Month,Bank Transfer,DSL,No,Yes,6,0,0
CUST00387,65,24,81.04,1944.96,Two Year,Mailed Check,DSL,No,No,2,5,1
CUST00388,57,53,80.05,4242.65,Month-to-Month,Electronic Check,DSL,Yes,No,4,2,1
CUST00389,20,25,98.53,2463.25,Month-to-Month,Mailed Check,DSL,No,No,4,3,0
CUST00390,29,13,87.71,1140.23,One Year,Bank Transfer,DSL,No,No,4,3,1
CUST00391,22,38,46.95,1784.10,One Year,Credit Card,DSL,No,No,5,7,1
CUST00392,53,22,20.21,444.62,One Year,Mailed Check,Fiber Optic,Yes,Yes,1,4,0
CUST00393,73,16,59.10,945.60,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,1,1,1
CUST00394,59,34,92.82,3155.88,One Year,Electronic Check,No,No,Yes,2,0,1
CUST00395,53,29,56.83,1648.07,Two Year,Electronic Check,Fiber Optic,Yes,Yes,4,2,1
CUST00396,41,14,73.37,1027.18,One Year,Credit Card,No,Yes,No,1,1,0
CUST00397,52,36,48.59,1749.24,One Year,Mailed Check,DSL,No,No,5,2,1
CUST00398,77,58,33.14,1922.12,Month-to-Month,Bank Transfer,No,Yes,No,1,1,1
CUST00399,32,17,92.85,1578.45,Month-to-Month,Credit Card,DSL,Yes,No,5,1,1
CUST00400,21,63,84.78,5341.14,One Year,Mailed Check,DSL,Yes,No,3,5,1
CUST00401,26,50,87.12,4356.00,Month-to-Month,Mailed Check,DSL,No,Yes,5,2,1
CUST00402,72,51,25.95,1323.45,One Year,Mailed Check,DSL,No,Yes,2,6,1
CUST00403,71,37,40.41,1495.17,Month-to-Month,Credit Card,Fiber Optic,No,Yes,6,7,1
CUST00404,74,20,96.13,1922.60,One Year,Credit Card,No,No,No,3,3,1
CUST00405,46,50,41.57,2078.50,Two Year,Bank Transfer,DSL,No,No,1,1,0
CUST00406,27,42,69.90,2935.80,One Year,Mailed Check,Fiber Optic,Yes,Yes,3,5,0
CUST00407,77,67,36.02,2413.34,Month-to-Month,Mailed Check,No,Yes,No,4,6,1
CUST00408,20,32,87.69,2806.08,Two Year,Electronic Check,Fiber Optic,Yes,Yes,5,4,0
CUST00409,28,35,60.89,2131.15,Two Year,Bank Transfer,Fiber Optic,No,Yes,6,4,0
CUST00410,31,10,29.62,296.20,Month-to-Month,Mailed Check,Fiber Optic,No,No,5,1,1
CUST00411,44,50,90.30,4515.00,Month-to-Month,Credit Card,Fiber Optic,Yes,No,2,7,1
CUST00412,55,39,36.40,1419.60,One Year,Electronic Check,Fiber Optic,Yes,Yes,3,7,0
CUST00413,66,48,86.52,4152.96,Month-to-Month,Bank Transfer,DSL,Yes,Yes,2,4,1
CUST00414,23,24,48.87,1172.88,Month-to-Month,Credit Card,Fiber Optic,Yes,No,3,0,1
CUST00415,47,26,22.87,594.62,One Year,Electronic Check,No,Yes,No,5,6,0
CUST00416,56,54,92.56,4998.24,One Year,Bank Transfer,DSL,No,Yes,3,3,1
CUST00417,38,53,77.79,4122.87,Two Year,Bank Transfer,DSL,Yes,Yes,4,3,0
CUST00418,58,43,21.48,923.64,Month-to-Month,Credit Card,No,No,No,2,6,1
CUST00419,64,47,85.45,4016.15,Two Year,Bank Transfer,DSL,Yes,Yes,2,3,0
CUST00420,26,20,64.24,1284.80,Month-to-Month,Bank Transfer,DSL,No,No,6,5,1
CUST00421,50,15,57.51,862.65,Two Year,Electronic Check,No,No,Yes,5,2,0
CUST00422,57,64,64.81,4147.84,Two Year,Electronic Check,No,No,No,4,6,1
CUST00423,60,59,79.61,4696.99,One Year,Credit Card,DSL,Yes,Yes,2,7,1
CUST00424,23,17,31.49,535.33,One Year,Mailed Check,DSL,Yes,No,1,1,0
CUST00425,20,15,38.35,575.25,Two Year,Electronic Check,No,No,No,1,5,0
CUST00426,45,46,46.22,2126.12,Two Year,Credit Card,No,No,Yes,2,4,0
CUST00427,71,8,77.69,621.52,One Year,Credit Card,No,Yes,No,5,7,1
CUST00428,37,38,83.11,3158.18,One Year,Electronic Check,Fiber Optic,No,No,6,2,1
CUST00429,23,11,35.67,392.37,One Year,Mailed Check,No,No,No,6,2,0
CUST00430,70,20,58.13,1162.60,Two Year,Electronic Check,DSL,Yes,No,3,6,1
CUST00431,72,55,88.39,4861.45,One Year,Electronic Check,No,No,Yes,1,7,1
CUST00432,59,54,85.58,4621.32,Two Year,Credit Card,No,No,Yes,1,3,0
CUST00433,54,46,24.05,1106.30,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,4,4,1
CUST00434,37,70,41.29,2890.30,Two Year,Credit Card,DSL,No,No,1,2,0
CUST00435,67,52,57.78,3004.56,One Year,Credit Card,DSL,Yes,No,1,7,1
CUST00436,38,49,92.87,4550.63,One Year,Mailed Check,Fiber Optic,Yes,No,6,2,1
CUST00437,34,9,38.75,348.75,Month-to-Month,Credit Card,Fiber Optic,Yes,No,4,4,1
CUST00438,20,7,65.66,459.62,Month-to-Month,Mailed Check,Fiber Optic,No,No,4,2,1
CUST00439,29,20,93.68,1873.60,Two Year,Electronic Check,DSL,No,Yes,3,0,1
CUST00440,52,10,43.74,437.40,Two Year,Electronic Check,DSL,No,Yes,1,6,1
CUST00441,48,16,84.24,1347.84,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,2,3,1
CUST00442,36,16,75.15,1202.40,Two Year,Electronic Check,No,Yes,Yes,4,6,1
CUST00443,45,56,27.16,1520.96,Month-to-Month,Bank Transfer,No,No,No,3,5,1
CUST00444,21,31,84.72,2626.32,Two Year,Mailed Check,No,Yes,No,1,5,0
CUST00445,22,7,46.69,326.83,One Year,Credit Card,DSL,Yes,No,3,4,0
CUST00446,72,67,52.34,3506.78,Two Year,Credit Card,No,No,No,5,2,0
CUST00447,26,29,35.94,1042.26,One Year,Credit Card,No,No,No,2,6,1
CUST00448,49,59,53.79,3173.61,Month-to-Month,Electronic Check,No,Yes,Yes,6,5,0
CUST00449,45,12,35.81,429.72,One Year,Mailed Check,Fiber Optic,No,Yes,5,4,0
CUST00450,28,1,65.81,65.81,Two Year,Bank Transfer,Fiber Optic,No,No,1,7,1
CUST00451,46,1,53.34,53.34,Two Year,Credit Card,Fiber Optic,Yes,Yes,1,2,1
CUST00452,65,5,57.73,288.65,One Year,Credit Card,DSL,Yes,No,3,1,1
CUST00453,67,36,29.58,1064.88,Month-to-Month,Credit Card,No,No,Yes,3,3,1
CUST00454,29,70,92.04,6442.80,One Year,Bank Transfer,No,Yes,Yes,5,3,1
CUST00455,55,62,67.15,4163.30,One Year,Bank Transfer,Fiber Optic,Yes,No,5,5,1
CUST00456,48,34,59.54,2024.36,One Year,Bank Transfer,DSL,No,Yes,5,7,1
CUST00457,29,38,84.92,3226.96,Month-to-Month,Credit Card,Fiber Optic,No,Yes,2,7,1
CUST00458,70,69,43.79,3021.51,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,6,6,1
CUST00459,37,38,53.32,2026.16,Month-to-Month,Bank Transfer,DSL,No,No,3,0,0
CUST00460,25,33,74.06,2443.98,Month-to-Month,Electronic Check,No,Yes,No,4,5,0
CUST00461,41,12,90.44,1085.28,Two Year,Mailed Check,No,No,Yes,1,1,1
CUST00462,31,48,37.54,1801.92,One Year,Credit Card,No,Yes,No,1,7,1
CUST00463,54,66,36.84,2431.44,One Year,Bank Transfer,No,No,No,4,7,1
CUST00464,64,11,76.92,846.12,One Year,Mailed Check,Fiber Optic,Yes,No,2,4,1
CUST00465,35,54,53.70,2899.80,Two Year,Credit Card,Fiber Optic,No,No,1,4,1
CUST00466,64,26,39.51,1027.26,Month-to-Month,Credit Card,DSL,Yes,Yes,6,0,1
CUST00467,62,3,70.21,210.63,One Year,Credit Card,No,No,Yes,3,0,1
CUST00468,61,12,59.14,709.68,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,1,1,1
CUST00469,68,24,74.17,1780.08,One Year,Credit Card,No,Yes,Yes,6,1,0
CUST00470,36,50,52.09,2604.50,Month-to-Month,Bank Transfer,No,No,Yes,3,1,0
CUST00471,34,46,56.30,2589.80,One Year,Credit Card,DSL,No,Yes,4,6,0
CUST00472,44,54,76.98,4156.92,Month-to-Month,Electronic Check,DSL,Yes,No,2,0,1
CUST00473,74,50,24.69,1234.50,One Year,Electronic Check,DSL,No,Yes,4,2,1
CUST00474,21,24,36.11,866.64,One Year,Bank Transfer,DSL,Yes,Yes,1,2,0
CUST00475,47,56,78.77,4411.12,Month-to-Month,Mailed Check,DSL,No,Yes,5,0,0
CUST00476,26,29,20.50,594.50,One Year,Electronic Check,DSL,No,No,5,2,0
CUST00477,26,37,61.38,2271.06,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,4,4,0
CUST00478,59,10,65.04,650.40,Month-to-Month,Mailed Check,DSL,No,No,3,3,1
CUST00479,77,50,74.73,3736.50,One Year,Mailed Check,No,No,Yes,1,4,1
CUST00480,66,32,51.77,1656.64,Two Year,Bank Transfer,DSL,No,No,2,1,1
CUST00481,42,21,74.47,1563.87,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,4,5,0
CUST00482,71,68,70.54,4796.72,Month-to-Month,Mailed Check,No,Yes,No,2,1,0
CUST00483,59,13,73.87,960.31,Two Year,Bank Transfer,No,Yes,No,1,4,1
CUST00484,58,35,51.91,1816.85,Two Year,Credit Card,DSL,Yes,No,5,4,1
CUST00485,21,30,78.51,2355.30,Month-to-Month,Bank Transfer,No,Yes,No,2,7,1
CUST00486,38,24,59.05,1417.20,One Year,Electronic Check,Fiber Optic,Yes,Yes,3,1,1
CUST00487,75,6,69.30,415.80,One Year,Mailed Check,Fiber Optic,No,No,3,1,1
CUST00488,20,68,39.47,2683.96,Two Year,Bank Transfer,DSL,Yes,Yes,3,4,0
CUST00489,24,62,29.62,1836.44,One Year,Bank Transfer,Fiber Optic,No,No,6,6,1
CUST00490,23,26,64.11,1666.86,Two Year,Bank Transfer,No,No,No,2,4,0
CUST00491,67,11,38.73,426.03,Month-to-Month,Mailed Check,No,No,Yes,1,3,1
CUST00492,50,21,52.81,1109.01,One Year,Credit Card,Fiber Optic,Yes,No,2,3,0
CUST00493,35,17,80.63,1370.71,Month-to-Month,Credit Card,Fiber Optic,No,Yes,4,5,1
CUST00494,56,41,24.80,1016.80,Month-to-Month,Mailed Check,No,Yes,Yes,5,7,0
CUST00495,53,40,58.92,2356.80,One Year,Credit Card,No,No,Yes,2,7,1
CUST00496,49,36,46.33,1667.88,Month-to-Month,Bank Transfer,No,No,No,3,0,1
CUST00497,33,26,47.58,1237.08,One Year,Bank Transfer,No,Yes,Yes,1,3,0
CUST00498,54,64,40.33,2581.12,One Year,Credit Card,Fiber Optic,No,Yes,2,5,1
CUST00499,73,21,48.23,1012.83,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,1,4,1
CUST00500,72,62,87.51,5425.62,Month-to-Month,Credit Card,DSL,No,Yes,2,4,1
CUST00501,29,47,99.58,4680.26,Month-to-Month,Bank Transfer,No,Yes,Yes,3,6,1
CUST00502,41,28,48.95,1370.60,One Year,Bank Transfer,Fiber Optic,No,No,1,2,0
CUST00503,45,52,44.61,2319.72,Two Year,Credit Card,DSL,Yes,Yes,5,2,0
CUST00504,72,27,24.20,653.40,Two Year,Credit Card,Fiber Optic,Yes,No,5,3,0
CUST00505,33,6,78.80,472.80,One Year,Bank Transfer,No,Yes,No,5,6,1
CUST00506,76,36,21.88,787.68,Two Year,Credit Card,No,No,Yes,4,6,0
CUST00507,54,49,90.46,4432.54,Two Year,Bank Transfer,No,Yes,No,1,7,1
CUST00508,67,68,57.21,3890.28,Month-to-Month,Bank Transfer,DSL,No,Yes,5,2,1
CUST00509,75,57,36.27,2067.39,Month-to-Month,Bank Transfer,No,Yes,No,6,2,1
CUST00510,61,67,63.83,4276.61,One Year,Bank Transfer,No,No,No,6,5,1
CUST00511,20,44,40.24,1770.56,Two Year,Bank Transfer,DSL,No,Yes,5,7,0
CUST00512,45,11,70.17,771.87,Two Year,Bank Transfer,No,No,Yes,3,1,0
CUST00513,65,50,71.87,3593.50,Month-to-Month,Credit Card,DSL,No,No,2,3,0
CUST00514,20,48,92.00,4416.00,Two Year,Bank Transfer,No,Yes,No,6,6,0
CUST00515,41,11,25.40,279.40,One Year,Credit Card,No,Yes,No,3,6,0
CUST00516,38,55,47.56,2615.80,Month-to-Month,Credit Card,DSL,No,Yes,1,6,1
CUST00517,22,33,77.84,2568.72,Two Year,Bank Transfer,Fiber Optic,No,Yes,4,2,0
CUST00518,40,54,57.96,3129.84,Two Year,Bank Transfer,Fiber Optic,Yes,No,2,6,1
CUST00519,23,44,80.33,3534.52,One Year,Bank Transfer,Fiber Optic,Yes,Yes,4,2,1
CUST00520,21,60,62.05,3723.00,One Year,Bank Transfer,Fiber Optic,Yes,No,4,4,0
CUST00521,77,18,44.11,793.98,Month-to-Month,Mailed Check,DSL,Yes,Yes,5,4,0
CUST00522,51,53,56.12,2974.36,Two Year,Electronic Check,DSL,Yes,No,2,5,1
CUST00523,51,56,81.02,4537.12,One Year,Bank Transfer,No,Yes,No,4,1,0
CUST00524,75,20,86.10,1722.00,Two Year,Bank Transfer,Fiber Optic,No,Yes,1,7,1
CUST00525,76,15,22.77,341.55,Month-to-Month,Credit Card,Fiber Optic,Yes,No,1,4,0
CUST00526,44,68,83.11,5651.48,Month-to-Month,Mailed Check,No,Yes,No,4,0,1
CUST00527,54,16,28.64,458.24,Month-to-Month,Bank Transfer,DSL,Yes,No,1,3,1
CUST00528,31,26,59.50,1547.00,Two Year,Credit Card,No,No,No,3,7,1
CUST00529,55,23,37.16,854.68,Month-to-Month,Credit Card,Fiber Optic,No,Yes,2,6,1
CUST00530,49,61,66.96,4084.56,One Year,Electronic Check,Fiber Optic,No,No,6,4,0
CUST00531,36,55,57.08,3139.40,Month-to-Month,Bank Transfer,DSL,No,No,3,3,1
CUST00532,22,18,79.85,1437.30,Two Year,Mailed Check,DSL,Yes,Yes,2,2,0
CUST00533,68,28,82.78,2317.84,Two Year,Bank Transfer,Fiber Optic,Yes,Yes,4,3,0
CUST00534,25,53,36.24,1920.72,Two Year,Electronic Check,No,No,No,2,7,1
CUST00535,63,57,23.31,1328.67,Month-to-Month,Mailed Check,DSL,Yes,Yes,4,0,1
CUST00536,71,8,21.50,172.00,One Year,Mailed Check,No,Yes,No,2,5,1
CUST00537,71,18,57.97,1043.46,Month-to-Month,Electronic Check,DSL,No,No,5,0,1
CUST00538,18,12,26.31,315.72,Two Year,Mailed Check,Fiber Optic,Yes,No,1,3,1
CUST00539,68,59,20.25,1194.75,Month-to-Month,Bank Transfer,No,No,No,6,3,1
CUST00540,75,12,82.97,995.64,Two Year,Bank Transfer,Fiber Optic,Yes,No,6,4,1
CUST00541,73,15,24.90,373.50,One Year,Credit Card,No,Yes,No,6,2,0
CUST00542,57,47,57.23,2689.81,Month-to-Month,Bank Transfer,No,Yes,Yes,2,6,1
CUST00543,64,26,21.16,550.16,Month-to-Month,Mailed Check,No,No,Yes,6,3,1
CUST00544,73,48,97.61,4685.28,Two Year,Credit Card,Fiber Optic,Yes,No,4,5,1
CUST00545,71,35,32.88,1150.80,One Year,Mailed Check,Fiber Optic,No,Yes,4,1,0
CUST00546,73,32,99.78,3192.96,Month-to-Month,Credit Card,Fiber Optic,Yes,No,4,4,1
CUST00547,31,69,56.27,3882.63,One Year,Credit Card,Fiber Optic,No,Yes,4,3,0
CUST00548,68,61,70.45,4297.45,One Year,Bank Transfer,Fiber Optic,No,Yes,2,0,0
CUST00549,59,45,74.52,3353.40,Two Year,Electronic Check,DSL,No,Yes,5,3,0
CUST00550,45,70,70.59,4941.30,Month-to-Month,Electronic Check,No,No,Yes,2,5,1
CUST00551,47,72,50.31,3622.32,One Year,Mailed Check,Fiber Optic,Yes,Yes,5,1,1
CUST00552,20,39,33.26,1297.14,Month-to-Month,Mailed Check,DSL,Yes,Yes,6,3,0
CUST00553,56,15,68.71,1030.65,Month-to-Month,Bank Transfer,No,Yes,No,2,3,1
CUST00554,61,23,41.56,955.88,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,1,6,1
CUST00555,28,24,99.40,2385.60,Two Year,Electronic Check,No,Yes,Yes,6,6,0
CUST00556,76,16,27.44,439.04,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,2,5,0
CUST00557,20,26,47.56,1236.56,One Year,Electronic Check,DSL,No,No,2,1,0
CUST00558,46,19,86.47,1642.93,Month-to-Month,Bank Transfer,Fiber Optic,No,No,2,4,1
CUST00559,76,30,67.56,2026.80,Month-to-Month,Mailed Check,DSL,No,No,5,3,1
CUST00560,47,3,81.57,244.71,Month-to-Month,Mailed Check,DSL,No,No,3,3,1
CUST00561,67,19,33.03,627.57,One Year,Credit Card,DSL,Yes,No,5,2,0
CUST00562,29,71,22.73,1613.83,Two Year,Mailed Check,No,No,No,2,1,0
CUST00563,60,13,42.67,554.71,One Year,Credit Card,DSL,Yes,Yes,1,4,0
CUST00564,69,58,90.79,5265.82,Month-to-Month,Credit Card,DSL,No,Yes,4,6,1
CUST00565,60,46,98.94,4551.24,One Year,Mailed Check,Fiber Optic,Yes,Yes,4,7,1
CUST00566,19,72,96.23,6928.56,Two Year,Electronic Check,No,Yes,No,4,4,0
CUST00567,25,11,61.83,680.13,One Year,Mailed Check,DSL,No,Yes,6,2,0
CUST00568,36,9,60.09,540.81,Two Year,Mailed Check,DSL,Yes,No,5,6,0
CUST00569,21,66,44.40,2930.40,One Year,Electronic Check,DSL,No,Yes,1,5,0
CUST00570,51,57,61.93,3530.01,One Year,Mailed Check,DSL,No,Yes,6,2,0
CUST00571,23,4,31.76,127.04,Month-to-Month,Credit Card,No,No,Yes,5,2,1
CUST00572,75,34,72.97,2480.98,Month-to-Month,Electronic Check,No,Yes,Yes,2,4,1
CUST00573,52,10,62.01,620.10,Two Year,Mailed Check,DSL,No,No,1,4,1
CUST00574,20,57,70.99,4046.43,Month-to-Month,Credit Card,Fiber Optic,No,Yes,1,7,1
CUST00575,33,14,42.65,597.10,One Year,Mailed Check,No,Yes,No,5,0,0
